품명,색상,사이즈,단가,수량,금액,미송여부
ST기모베스트,아이보리,FREE,10000,1,10000,N
로니바라클라바,메란지,FREE,10000,2,20000,N
로니바라클라바,베이지,FREE,10000,4,40000,N
로니바라클라바,차콜,FREE,10000,2,20000,N
로니바라클라바,크림,FREE,10000,1,10000,N
버블리버시블패딩,블랙,M,39000,1,39000,Y
버블리버시블패딩,블랙,XL,39000,1,39000,Y
버블리버시블패딩,아이보리,S,39000,1,39000,Y
뽀송머플러,베이지,FREE,9000,1,9000,N
뽀송머플러,브라운,FREE,9000,1,9000,N
뽀송머플러,차콜,FREE,9000,1,9000,Y
스트링캡,레드,FREE,14000,3,42000,N
코위찬비니,레드,FREE,10000,1,10000,N
텐더삭스,,XS,7000,1,7000,Y
토끼 비니,메란지,FREE,10000,2,20000,N
토끼 비니,크림,FREE,10000,2,20000,N
