품명,색상,사이즈,단가,수량,금액,미송여부
Sweet 패딩 점퍼,블루,11,49000,1,49000,N
Sweet패딩 점퍼,블루,17,54000,1,54000,N
24골지 폴라,블랙,17,14000,1,14000,N
24골지 폴라,연노랑,13,14000,1,14000,Y
니트 리본 보넷,레드,FREE,13000,1,13000,N
니트 리본 보넷,아이,FREE,13000,1,13000,N
24니트 핸드워머,아이,FREE,10000,1,10000,N
리본 벌룬 sk,스카이,09,24000,1,24000,N
24 몽블랑 레깅스,블랙,13,13000,1,13000,N
24 몽블랑 레깅스,아이,19,13000,1,13000,N
밍크 벨로아 바이커,블랙,13,14000,1,14000,N
트임 벨로아 부츠컷,레드,09,19000,1,19000,N
트임 벨로아 부츠컷,레드,13,22000,1,22000,N
벨로아 팔각모,블랙,FREE,15000,1,15000,Y
숏 부클 mtm,블랙,11,18000,1,18000,N
숏 부클 mtm,옐로우,13,21000,1,21000,N
앙고라 베레모,블랙,FREE,18000,1,18000,N
양털 롱부츠,블랙,210,36000,1,36000,Y
양털롱부츠,블랙,230,36000,1,36000,N
