품명,색상,사이즈,단가,수량,금액,미송여부
8부팬츠,브라운,L,19000,1,19000,N
그로잉맨투맨,와인,XXL,16000,2,32000,N
꾸로베스트가디건,메란지,L,16000,1,16000,N
데이데님팬츠,그레이블랙,L,22000,1,22000,N
레드빈팬츠,브라운,XXL,20000,1,20000,N
레드빈팬츠,와인,XL,20000,1,20000,N
레드빈팬츠,크림,XXL,20000,1,20000,N
루즈반목티,브라운,L,11000,1,11000,N
미스트팬츠,크림,L,19000,1,19000,N
버튼코듀로이팬츠,브라운,XXL,19000,1,19000,N
뽀글반오픈맨투맨,검정,XXL,26000,1,26000,N
슈슈조거팬츠,네이비,L,16000,1,16000,N
슈슈조거팬츠,베이지,L,16000,1,16000,N
썸띵티셔츠,크림,L,13000,1,13000,N
조거레깅스,차콜,L,10000,1,10000,N
코지카라티셔츠,베이지,L,18000,1,18000,N
패치맨투맨,소라,M,16000,1,16000,N
퐁실가디건,메란지,L,20000,1,20000,N
플립반목티셔츠,베이지,M,10000,1,10000,N
플립반목티셔츠,블랙,XXL,10000,1,10000,N
플립반목티셔츠,블랙,L,10000,1,10000,N
