품명,색상,사이즈,단가,수량,금액,미송여부
슈트메로나,핑크,BM,15000,1,15000,N
슈트메로나,크림,BM,15000,1,15000,Y
슈트메로나,연베이지,BM,15000,1,15000,Y
bebe베이글1+1티셔츠,1.아이set,BM,14000,1,14000,Y
bebe촌캉스우주복,핑크플라워,BS,28000,1,28000,N
슈트피치러브3종,크림,BM,21000,1,21000,N
베이글1+1티셔츠,1.아이set,S,14000,1,14000,Y
베이글1+1티셔츠,3.브라운set,S,14000,1,14000,Y
베이글1+1티셔츠,6.블랙set,M,14000,1,14000,Y
CUP.맨투맨,메란지,S,12000,1,12000,N
닥터베어맨투맨,크림,XS,14000,1,14000,N
슈트CUP.,핑크,BS,13000,1,13000,N
러브즈맨투맨,핑크,M,11000,1,11000,N
전신슈트루즈핏모달,연베이지,BM,14000,1,14000,N
전신슈트루즈핏모달,민트,BM,14000,1,14000,N
메로나실내복,블루,XL,15000,1,15000,N
메로나실내복,연베이지,XL,15000,1,15000,N
메로나실내복,크림,S,15000,1,15000,N
메로나실내복,크림,XL,15000,1,15000,N
모카봉봉목폴라티,오트밀,XS,9000,1,9000,Y
밍크조거팬츠,그레이,S,12000,1,12000,N
밍크조거팬츠,그레이,M,12000,1,12000,N
밍크조거팬츠,베이지,S,12000,1,12000,N
밍크조거팬츠,베이지,M,12000,1,12000,Y
배색레깅스,1.베이지,XS,8000,1,8000,Y
배색레깅스,1.베이지,S,8000,1,8000,Y
배색레깅스,1.베이지,M,8000,1,8000,Y
배색레깅스,1.베이지,L,8000,1,8000,N
배색레깅스,3.옐로우,XS,8000,1,8000,N
배색레깅스,3.옐로우,M,8000,1,8000,N
배색레깅스,5.핑크,XS,8000,1,8000,N
배색레깅스,5.핑크,M,8000,1,8000,Y
브라우니체크팬츠,그린,M,15000,1,15000,N
빅단가라맨투맨,핑크그린,S,15000,1,15000,N
아기공룡맨투맨,크림,M,12000,1,12000,N
어텀모달실내복,옐로우,XS,12000,1,12000,N
빅단가라OPS,핑크그린,M,18000,1,18000,N
요가레깅스(히트텍),레드,XS,10000,1,10000,N
요가레깅스(히트텍),옐로우,XS,10000,1,10000,N
요가레깅스(히트텍),핑크,XS,10000,1,10000,N
요플레목폴라티,검정,M,9000,1,9000,N
웹컷팅날나리T,오트밀,S,8000,1,8000,N
채소상하복,오렌지,M,16000,1,16000,N
채소상하복,브라운,S,16000,1,16000,N
채소상하복,핑크,S,16000,1,16000,N
촌캉스세트,블루플라워,S,30000,1,30000,Y
촌캉스세트,옐로우플라워,XS,30000,1,30000,Y
촌캉스세트,핑크플라워,XS,30000,1,30000,Y
촌캉스세트,핑크플라워,XL,30000,1,30000,Y
베이글1+1티셔츠,6.블랙set,XS,14000,1,14000,Y
슈트피치러브3종,크림,BS,21000,1,21000,Y
테디카라상하,머스타드,S,20000,2,40000,N
피치배색스티치팬츠,베이지,M,18000,1,18000,N
피치배색스티치팬츠,크림,M,18000,2,36000,N
하트곰실내복,레드,S,14000,1,14000,N
할로윈 벨벳팬츠,크림,XS,13000,1,13000,N
할로윈 벨벳팬츠,크림,M,13000,1,13000,N
히트텍시보리티,베이지,XS,10000,1,10000,N
피치러브실내복,핑크,XS,15000,2,30000,Y
