품명,색상,사이즈,단가,수량,금액,미송여부
24F)1+1페이크폴라,검정,FREE,6000,1,6000,Y
24F)1+1페이크폴라,그레이,FREE,6000,1,6000,Y
24F)1+1페이크폴라,오트밀,FREE,6000,1,6000,N
24F)1+1페이크폴라,크림,FREE,6000,4,24000,N
24Fg기획)알럽상하세트,그레이,M,15000,1,15000,N
24Fg기획)알럽상하세트,그린,S,15000,1,15000,N
24Fg기획)알럽상하세트,그린,M,15000,1,15000,N
24Fi기획)토스트상하세트,네이비,S,15000,1,15000,N
24F)리본와이드세트,검정,M,18000,1,18000,N
24F)리본와이드세트,핑크,M,18000,2,36000,N
24Fd)생지주름스커트,one color,JM,19000,1,19000,N
24Fd)어텀주름치마,그레이,JS,18000,1,18000,N
24W)얼죽킥워머,노랑,FREE,15000,2,30000,N
24W)얼죽킥워머,초록,FREE,15000,2,30000,N
24Fh)인형하트맨투맨,백메(토끼),M,13000,1,13000,N
24Ff)자가드세트,체리,M,22000,1,22000,N
24Fc)클래식패치맨투맨,그레이,S,12000,1,12000,N
24Fe)피그먼트세트,진핑크,M,24000,2,48000,Y
