품명,색상,사이즈,단가,수량,금액,미송여부
ST망또바라,베이지,,7000,1,7000,N
ST바라,아이/그린,,6000,1,6000,N
검정꼬리팬티,,,8000,1,8000,N
금리본양말,,S,7000,1,7000,N
노미캡,크림,,6000,1,6000,N
뉴색종이바라,검정,,6000,1,6000,N
뉴색종이바라,베이지,,6000,1,6000,N
달마시안팬티,,,8000,1,8000,N
바둑이양말,,I,7000,1,7000,N
밤꽃양말,,M,7000,1,7000,N
부들이장갑,노랑,,4000,1,4000,N
부들이장갑,레드,,4000,2,8000,N
부들이장갑,아이,,4000,2,8000,N
오단바라,파랑,,9000,1,9000,N
왕눈이양말,,I,6000,1,6000,N
잭양말세트,,XL,5000,1,5000,Y
포크레인 팬티,,S(100),10000,1,10000,N
플라워귀마개,그린,,5000,3,15000,N
플라워귀마개,밤색,,5000,2,10000,N
플라워귀마개,크림,,5000,4,20000,N
플랜팬티,,S(100),8000,1,8000,N
