품명,색상,사이즈,단가,수량,금액,미송여부
라인골지팬츠,단가라,M,13000,2,26000,N
라인골지팬츠,베이지,L,13000,1,13000,N
라인일자팬츠,메란지,M,17000,1,17000,N
라인일자팬츠,차콜,L,17000,1,17000,N
러비뽀글집업,크림,M,29000,1,29000,N
레오반집업맨투맨,메란지,L,20000,1,20000,N
레오반집업맨투맨,메란지,S,20000,1,20000,N
롤링속기모맨투맨,베이지/검정,M,14000,1,14000,N
모모점프슈트,크림,M,20000,1,20000,N
버튼배색티,먹색,S,13000,1,13000,N
버튼배색티,크림,L,13000,1,13000,N
벨로골지가디건,메란지,M,20000,1,20000,N
보들루즈핏폴라티,크림,M,11000,1,11000,N
뿌뿌단가라수트,베이지,M,21000,1,21000,N
스노우골지팬츠,메란지,M,13000,1,13000,N
스노우골지팬츠,베이지,M,13000,1,13000,N
시소맨투맨,블랙,M,13000,2,26000,N
시소맨투맨,오트밀,M,13000,1,13000,N
쓰리라인티,베이지,M,12000,1,12000,N
쓰리라인티,블랙,M,12000,1,12000,N
올데이데님오버롤,청,L,28000,1,28000,N
우디코듀로이팬츠,크림,M,17000,1,17000,N
우디코듀로이팬츠,핑크,L,17000,2,34000,N
우디코듀로이팬츠,핑크,M,17000,1,17000,N
코코니트,크림,M,29000,1,29000,N
테리베스트,네이비,L,10000,1,10000,N
포그니가디건,크림,M,28000,1,28000,N
플리스맨투맨,크림,S,12000,1,12000,N
플리스조거팬츠,크림,S,12000,1,12000,N
피치버튼팬츠,네이비,L,18000,1,18000,N
핑퐁맨투맨,크림,M,15000,1,15000,N
핑퐁맨투맨,크림,XL,15000,1,15000,N
