품명,색상,사이즈,단가,수량,금액,미송여부
tg-골덴기모 배기pt,베이지,L,16000,1,16000,N
tg-단가라 기모카라t,블랙,XS,17000,1,17000,N
tg-데미지 기모청pt,중청,XL,18000,1,18000,N
tg-로스앤젤레스 자수MTM,먹색,M,16000,1,16000,Y
tg-로스앤젤레스 자수MTM,메란지,S,16000,1,16000,N
tg-방방 포근pt,메란지,XS,12000,1,12000,N
tg-방방 포근pt,메란지,M,12000,1,12000,N
tg-방방 포근pt,메란지,L,12000,1,12000,N
tg-방방 포근pt,메란지,XL,12000,1,12000,N
tg-방방 포근pt,백메란지,S,12000,1,12000,N
tg-방방 포근pt,백메란지,M,12000,1,12000,N
tg-아이브 퍼프t,크림,JS,13000,1,13000,N
tg-오스카 폴라t,아이,S,9000,1,9000,Y
tg-오스카플라1,아이,JS,11000,1,11000,Y
tg-유니콘mtm,커피,S,14000,1,14000,N
tg-유니콘mtm,커피,L,14000,1,14000,N
tg-치즈 폴라t,블랙,XL,6000,2,12000,N
tg-치즈 폴라t,아이,XL,6000,2,12000,N
tg-기모 톡톡청pt,네츄럴,M,18000,2,36000,N
tg-기모 톡톡청pt,블랙청,XS,18000,1,18000,N
tg-기모 톡톡청pt,블랙청,M,18000,2,36000,N
tg-기모 톡톡청pt,중청,M,18000,1,18000,N
tg-퍼머독 mtm,연베이지,S,15000,1,15000,N
tg-포근해 후드t,메란지,XL,13000,1,13000,N
tg-포근해 후드t,백메란지,S,13000,1,13000,N
tg-포근해 후드t,백메란지,M,13000,1,13000,N
tg-하나.둘.셋 mtm,그린민트,JM,17000,1,17000,N
tg-후레쉬 조거pt,연베이지,XS,18000,1,18000,N
